Geographical Location,Report Date,MDS Item Question/Description,MDS Item Response,Percent,Total Residents
New Mexico,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
New Mexico,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
New York,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
New York,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
North Carolina,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
North Carolina,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
North Dakota,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
North Dakota,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Ohio,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Ohio,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Oklahoma,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Oklahoma,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Oregon,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Oregon,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Pennsylvania,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Pennsylvania,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Puerto Rico,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Puerto Rico,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Rhode Island,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Rhode Island,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
South Carolina,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
South Carolina,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
South Dakota,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
South Dakota,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Tennessee,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Tennessee,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Texas,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Texas,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Utah,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Utah,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Vermont,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Vermont,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Virgin Islands,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Virgin Islands,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Virginia,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Virginia,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Washington,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Washington,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
West Virginia,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
West Virginia,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Wisconsin,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Wisconsin,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Wyoming,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
Wyoming,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
National Total,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,Yes,*,*
National Total,"Q1, 2025",A1000C: Identification Information - Race/Ethnicity - Black or African American,No,*,*
Alabama,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Alabama,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Alaska,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Alaska,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Arizona,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Arizona,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Arkansas,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Arkansas,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
California,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
California,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Colorado,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Colorado,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Connecticut,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Connecticut,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Delaware,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Delaware,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
District of Columbia,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
District of Columbia,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Florida,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Florida,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Georgia,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Georgia,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Hawaii,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Hawaii,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Idaho,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Idaho,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Illinois,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Illinois,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Indiana,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Indiana,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Iowa,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Iowa,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Kansas,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Kansas,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Kentucky,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Kentucky,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Louisiana,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Louisiana,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Maine,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Maine,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Maryland,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Maryland,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Massachusetts,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Massachusetts,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Michigan,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Michigan,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Minnesota,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Minnesota,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Mississippi,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Mississippi,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Missouri,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Missouri,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Montana,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Montana,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Nebraska,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Nebraska,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Nevada,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Nevada,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
New Hampshire,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
New Hampshire,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
New Jersey,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
New Jersey,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
New Mexico,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
New Mexico,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
New York,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
New York,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
North Carolina,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
North Carolina,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
North Dakota,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
North Dakota,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Ohio,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Ohio,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Oklahoma,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Oklahoma,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Oregon,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Oregon,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Pennsylvania,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Pennsylvania,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Puerto Rico,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Puerto Rico,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Rhode Island,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Rhode Island,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
South Carolina,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
South Carolina,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
South Dakota,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
South Dakota,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Tennessee,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Tennessee,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Texas,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Texas,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Utah,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Utah,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Vermont,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Vermont,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Virgin Islands,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Virgin Islands,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Virginia,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Virginia,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Washington,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Washington,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
West Virginia,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
West Virginia,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Wisconsin,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
Wisconsin,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Wyoming,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Wyoming,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
National Total,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,No,*,*
National Total,"Q1, 2025",A1000D: Identification Information - Race/Ethnicity - Hispanic or Latino,Yes,*,*
Alabama,"Q1, 2025",A1000E: Identification Information - Race/Ethnicity - Native Hawaiian or Other Pacific Islander,No,*,*
Alabama,"Q1, 2025",A1000E: Identification Information - Race/Ethnicity - Native Hawaiian or Other Pacific Islander,Yes,*,*
